,id,track_name,size_bytes,ver,prime_genre,ipadSc_urls.num,price
5050,1069803052,Toca Dance,133085184,1,Education,5,2.99
5052,1069840000,Magic Trick #6,31361024,1,Entertainment,0,6.99
5053,1070007906,LUCKY BLOCK MOD FOR MINECRAFT PC - POCKET GUIDE EDITION,13533184,1,Entertainment,4,1.99
5054,1070022685,Face Shape Meter - find out face shape from photo,25456640,1,Lifestyle,5,1.99
5060,1070226733,Goth Emoji,30568448,1,Utilities,5,0.99
5061,1070228823,Metal Emoji,35203072,1,Utilities,5,0.99
5063,1070452700,巨商传奇,137094144,1,Games,4,0.99
5065,1070504791,BrainConnect,28930048,1,Games,0,0.99
5068,1070532401,Handball EM 2016 Polen,8167424,1,Sports,0,0.99
5071,1070689426,武林群侠传—经典单机武侠RPG,129368064,1,Games,5,0.99
5074,1070716801,Bar Oasis 2 Aftertaste 01,268592128,2,Games,0,3.99
5076,1070850573,KQ MiniSynth,20305920,1,Music,3,5.99
5077,1070854722,Be-be-bears!,480781312,1,Games,5,2.99
5080,1070998254,Wheel of Fortune PUZZLE POP,191639552,1,Games,5,0.99
5087,1071086525,Mods Explorer – for PocketMine MP,12660736,1,Games,5,0.99
5088,1071146166,Head of State,88228864,1,Games,5,2.99
5089,1071154495,Drop Flip,114199552,1,Games,4,1.99
5091,1071235820,コンテンツブロッカー280 / 最高の広告ブロック 280blocker,1012736,2,Productivity,2,1.99
5096,1071504918,Last City,720732160,1,Games,5,0.99
5098,1071516797,"DSLR Lens Kit ,RAW files and Dual-lens supported",2689024,1,Photo & Video,0,1.99
5100,1071633581,The Lost Heir 2: Forging a Kingdom,63964160,1,Games,5,2.99
5101,1071711895,ULTIMATE Lucky Block Mod for Minecraft PC Edition Plus MC Pocket Guide,9359360,2,Entertainment,3,1.99
5102,1071712425,中高英文法を10時間で！マジグラ,49196032,1,Education,0,0.99
5106,1071879826,Streets – Street View Browser,26762240,3,Navigation,5,1.99
5107,1071897944,File New - Photo Editor,153460736,1,Photo & Video,5,0.99
5110,1071976079,Lacrosse Arena,105975808,2,Games,4,1.99
5116,1072276976,Dr. Panda Racers,272375808,1,Education,5,2.99
5118,1072353174,Themeable,54550528,1,Utilities,0,1.99
5119,1072364990,Talisman: Horus Heresy,108940288,4,Games,5,1.99
5121,1072382299,Brain IQ Test Adventure,26583040,1,Games,4,0.99
5122,1072395467,60 Seconds! Atomic Adventure,348491776,1,Games,5,3.99
5123,1072408580,Blackwell 5: Epiphany,1866697728,1,Games,5,3.99
5124,1072425152,Nackt gut aussehen,59819008,1,Health & Fitness,5,4.99
5129,1072650248,Free-Motion Quilting Idea App,261696512,1,Education,5,2.99
5130,1072670055,Blade of Elemental,328126464,1,Games,5,0.99
5131,1072675851,GREEiN,36721664,1,Sports,0,0.99
5132,1072737282,Space Marshals 2,590484480,1,Games,5,4.99
5135,1072881532,Hero Generations,184811520,1,Games,5,4.99
5146,1073129594,Pumped BMX 3,161188864,1,Games,5,3.99
5147,1073142282,Guns of Infinity,58309632,1,Games,5,4.99
5152,1073473120,"Away ~ Meditation & mindfulness to sleep, relax, focus, breathe",75829248,2,Health & Fitness,5,2.99
5154,1073500846,Dr. Panda School,143629312,1,Education,5,2.99
5158,1073602039,Jump Numbers,196047872,1,Education,5,2.99
5160,1073698593,LEGO® Jurassic World™,1016400896,1,Games,5,4.99
5169,1073907652,Cardiograph,58401792,1,Health & Fitness,3,1.99
5174,1074004076,Dark Parables: Queen of Sands - A Mystery Hidden Object Game (Full),1192589312,1,Games,5,6.99
5176,1074061701,Haunted Hotel: Phoenix - A Mystery Hidden Object Game (Full),896477184,1,Games,5,6.99
5177,1074068315,Game Studio Tycoon 3 – Gaming Business Simulation,188443648,1,Games,4,4.99
5178,1074222293,Fire Fu,111337472,1,Games,5,1.99
5183,1074311276,WRIO Keyboard,36356096,1,Utilities,0,1.99
5185,1074333609,Mods for Minecraft PC & Addons for Minecraft PE,34062336,1,Utilities,3,1.99
5186,1074382375,Fleeing the Complex,63365120,1,Games,0,0.99
5188,1074432267,Spirits of Mystery: Chains of Promise - A Hidden Object Adventure (Full),972818432,1,Games,5,6.99
5190,1074568873,スーパーブラックジャック2,2912787456,1,Games,1,14.99
5196,1074943747,LikeSo,26404864,1,Lifestyle,1,0.99
5199,1075301033,My Town : Stores,336269312,1,Entertainment,4,2.99
5200,1075497162,GeoBots VR,224098304,1,Games,0,0.99
5207,1075820543,Apestorm: Full Bananas,202067968,1,Games,5,1.99
5208,1075820557,Super Arc Light,109820928,2,Games,5,1.99
5209,1075851197,Patchwork The Game,113985536,1,Games,5,2.99
5210,1075853478,Street Fighter V Official Frame Data App,53233664,1,Entertainment,1,1.99
5214,1075901015,Finding Dory: Just Keep Swimming,386340864,1,Entertainment,5,3.99
5217,1075979610,CATTCH,396023808,1,Games,5,1.99
5219,1076093996,80s Arcade Nes Games : Best Retro Collection,90843136,1,Entertainment,3,1.99
5227,1076402133,Colorcube,37438464,1,Games,5,0.99
5229,1076431520,Mystery Trackers: Winterpoint Tragedy - A Hidden Object Adventure (Full),934126592,1,Games,5,6.99
5249,1076907164,The Build Battle : Mini Game With Worldwide Multiplayer,102461440,1,Games,5,0.99
5250,1076985045,Weather by Tinybop,285985792,1,Education,5,2.99
5253,1077056423,Danse Macabre: Thin Ice - A Mystery Hidden Object Game (Full),1180584960,1,Games,5,6.99
5259,1077219776,アニメスタジオ物語,108988416,1,Games,5,4.99
5263,1077346638,Star Knight,512762880,1,Games,5,0.99
5264,1077483835,Fear for Sale: City of the Past HD - A Hidden Object Mystery (Full),2033625088,1,Games,5,6.99
5270,1077611503,Anime Studio Story,185580544,1,Games,5,4.99
5271,1077626197,iFleeing,438854656,3,Games,5,0.99
5273,1077644883,iFleeing!,435667968,2,Games,0,0.99
5275,1077791959,iLive Pix - Spice Up Your Screen.,2147328,2,Lifestyle,0,1.99
5276,1077809640,ChatMate for WhatsApp,26032128,4,Social Networking,5,2.99
5277,1077829105,Romulus APUSH Review,18200576,2,Education,0,3.99
5280,1077954869,Kill the Plumber World,70197248,1,Games,5,2.99
5281,1078031633,Fix My Car: Classic Muscle Mods Mechanic - Junkyard Blitz!,102511616,1,Games,5,1.99
5282,1078050410,Animately - Live Wallpapers,26862592,1,Entertainment,0,1.99
5293,1078412469,AirParrot Remote,20189184,1,Photo & Video,5,7.99
5299,1078591208,لغز الماضي - اربع اجزاء,313783296,1,Games,5,1.99
5303,1078677054,minimize,67985408,1,Games,5,2.99
5306,1078934052,Blitzrechnen 2. Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,400217088,1,Education,5,3.99
5308,1079094909,Custom Cam,17545216,2,Photo & Video,0,1.99
5310,1079253434,The Walking Dead: Michonne - A Telltale Miniseries,904699904,1,Games,5,4.99
5317,1079607960,Oh She Glows - Healthy Plant-Based Recipes,69006336,1,Food & Drink,5,1.99
5318,1079643338,Mystery Case Files: Key To Ravenhearst - A Mystery Hidden Object Game (Full),1151292416,1,Games,5,6.99
5320,1079658714,Redemption Cemetery: Clock of Fate - A Mystery Hidden Object Game (Full),1286004736,1,Games,5,6.99
5321,1079673793,Off the Record: Liberty Stone - A Mystery Hidden Object Game (Full),783089664,1,Games,5,6.99
5326,1079971086,Subliminal Realms: The Masterpiece HD - A Hidden Object Mystery (Full),1043179520,1,Games,5,6.99
5327,1079974548,Busy Water,98591744,1,Education,5,3.99
5328,1079977734,Final Cut: Fame Fatale - A Hidden Object Adventure (Full),890288128,1,Games,5,6.99
5329,1080114119,Pixomatic - layer based photo editor,117997568,3,Photo & Video,5,4.99
5331,1080200089,LOUD on Planet X,761393152,1,Games,5,2.99
5333,1080236551,Pug's Quest,163494912,1,Games,5,2.99
5334,1080243808,Arcadecraft,150849536,1,Games,4,0.99
5340,1080310524,VPN Pro | Lifetime Proxy & Best VPN by Betternet,12062720,1,Business,2,49.99
5343,1080369552,Fire and Fury: English Civil War,282439680,1,Games,5,1.99
5344,1080434313,FabFocus - portraits with depth and bokeh,83113984,1,Photo & Video,3,3.99
5345,1080465588,The Curio Society: Eclipse over Mesina HD - A Hidden Object Mystery (Full),1543919616,1,Games,5,6.99
5358,1080654588,Furniture Mod PE,34369536,1,Games,3,1.99
5360,1080767538,Stack the States® 2,157441024,1,Education,5,2.99
5366,1080973177,Tennis Club Story,194174976,1,Games,5,4.99
5368,1081079080,PAW Patrol Pups Take Flight HD,361667584,2,Education,5,4.99
5369,1081079094,PAW Patrol Pups Take Flight,361182208,2,Education,0,2.99
5370,1081106301,Drive Simulator 2016,190241792,2,Games,5,1.99
5379,1081593943,Immortal Love: Letter From The Past Collector's Edition - A Magical Hidden Object Game (Full),1121930240,1,Games,5,6.99
5381,1081612551,Sable Maze: Twelve Fears HD - A Mystery Hidden Object Game (Full),1254215680,1,Games,5,6.99
5382,1081674942,AI • Scry: a remote viewing application powered by an alien psyche.,17954816,1,Entertainment,0,0.99
5383,1081690522,ThemeKit,97818624,1,Utilities,0,1.99
5385,1081737936,Anitore EX ～Let's train together！～,133673984,1,Health & Fitness,5,4.99
5389,1081847121,INKS.,375656448,1,Games,5,1.99
5390,1081957053,Ominous Objects: Trail of Time HD (Full),1030500352,1,Games,5,6.99
5391,1081977472,Dark Dimensions: Shadow Pirouette HD - A Scary Hidden Object Game (Full),1217041408,1,Games,5,6.99
5392,1082069304,Sheenoji - The Charlie Sheen Keyboard,48333824,1,Entertainment,4,0.99
5393,1082150954,Wildfulness - Unwind in nature and calm your mind,109873152,1,Health & Fitness,4,2.99
5397,1082309664,Multiplayer for Minecraft PE Server Pocket Edition,32445440,1,Entertainment,2,1.99
5398,1082594539,The Enchanted Books,195170304,1,Games,5,2.99
5399,1082671838,CITB MAP HS&E test 2016,24210432,3,Education,5,5.99
5400,1082673403,CITB op/spec HS&E test 2016,24169472,3,Education,5,5.99
5401,1082674903,NEO TURF MASTERS,53506048,1,Games,5,2.99
5402,1082678255,Pugmoji sticker keyboard by The BatPug,61099008,1,Utilities,0,1.99
5404,1082764317,Haunted Legends: The Secret of Life - A Mystery Hidden Object Game (Full),1317195776,1,Games,5,6.99
5409,1082958318,Benzomoji,9922560,1,Entertainment,4,0.99
5410,1082958327,Vetmoji,10045440,1,Entertainment,4,1.99
5411,1082958340,Justmoji,11343872,1,Entertainment,5,1.99
5413,1082986584,Mods for Pc & Addons for Minecraft Pocket Edition,33801216,1,Entertainment,3,1.99
5420,1083362092,Dog Mendonca,534096896,1,Games,5,4.99
5422,1083442831,Sudoku Pro Edition,8185856,1,Games,3,2.99
5425,1083801827,Note Rush: Learn Music Sight Reading + Piano Notes,224086016,1,Games,5,3.99
5426,1083835330,ROMANCING SAGA 2,356268032,1,Games,5,17.99
5428,1084085985,RPG 偽りの物語 / ドット絵ロールプレイングゲーム,237879296,1,Games,5,0.99
5429,1084133300,Fake Message - Make a fake lock screen,7939072,1,Entertainment,0,0.99
5431,1084144010,My Town : School,406969344,1,Entertainment,5,2.99
5432,1084153783,Black Hole Joyrider,30263296,1,Games,5,0.99
5433,1084197093,Mersenne Melodic Percussion Synthesizer,5267456,1,Music,5,5.99
5435,1084253570,金のフレーズ 〜「新TOEIC®TEST 出る単特急 金のフレーズ」収録 〜,85052416,1,Education,5,4.99
5436,1084264750,Figure Skater - Girls Makeup & Dressup Salon Game,90331136,0,Games,5,1.99
5440,1084565679,Journey of 1000 Stars,29959168,1,Games,4,1.99
5442,1084600612,Puzzlepops!,132981760,1,Games,5,1.99
5444,1084682224,Alchemic Maze,65435648,1,Games,4,2.99
5446,1084841402,DreamWorks Friends - get ready for the day!,185370624,2,Education,5,1.99
5447,1084860489,Chameleon Run,93931520,1,Games,5,1.99
5455,1085105198,Train Kit,32340992,1,Games,1,2.99
5456,1085123968,Crypt of the NecroDancer Pocket Edition,1180269568,1,Games,5,4.99
5459,1085272239,Guild of Dungeoneering,377589760,1,Games,5,5.99
5470,1085497387,香哈菜谱-最专业的家常菜谱大全 无广告版,42312704,4,Food & Drink,5,0.99
5474,1085617232,Moorish Kingdom,713567232,1,Games,5,2.99
5476,1085660579,Camping With Grandpa,110712832,1,Education,5,2.99
5480,1085768995,Fran Bow Chapter 1,114072576,1,Games,2,1.99
5482,1085829348,Dark Tales: Edgar Allan Poe’s The Tell-tale Heart - A Hidden Object Mystery (Full),871531520,1,Games,5,6.99
5484,1085908608,Able Black,312574976,3,Games,5,1.99
5485,1085914246,SKATEmoji - Keyboard,24901632,1,Utilities,0,1.99
5488,1085978097,Pythonista 3,506323968,3,Productivity,5,9.99
5500,1086451637,CHINGOJI,21342208,1,Entertainment,0,0.99
5501,1086477428,Mixed Macho Arts,65502208,1,Games,5,0.99
5502,1086502786,Goosebumps Night of Scares.,345457664,1,Games,4,2.99
5504,1086539327,Live Wallpapers Pro by Themify - Dynamic Animated Themes and Backgrounds,24157184,1,Entertainment,0,2.99
5507,1086617993,BlockyTime - Track your time no need to Start/Stop,11595776,1,Productivity,5,1.99
5513,1086758987,Maps for Minecraft PE (Mine Maps for Pocket Edition),11220992,1,Entertainment,4,1.99
5515,1086795798,Unstoppable: Highway Truck Racing Game,132173824,1,Games,5,2.99
5516,1086799932,Surface: Return to Another World - A Hidden Object Adventure (Full),649999360,1,Games,5,6.99
5524,1087074229,Scotmoji - Scottish emoji-stickers!,67978240,1,Utilities,3,0.99
5526,1087095011,Glasmoji - Glasgow emoji-stickers,66552832,1,Utilities,5,0.99
5527,1087095785,Mancmoji - Manchester emoji-stickers!,71414784,1,Utilities,5,0.99
5528,1087096070,Scousemoji - Liverpool emoji-stickers,66212864,1,Utilities,5,0.99
5529,1087125014,Labyrinths of the World: Changing the Past HD - A Mystery Hidden Object Game (Full),1469082624,1,Games,5,6.99
5541,1087422283,Akuarella,99978240,1,Photo & Video,4,1.99
5548,1087693451,Dumb Ways JR Boffo's Breakfast,92313600,1,Education,4,1.99
5553,1087742191,Smart Baby Sorter HD - Early Learning Shapes and Colors / Matching and Educational Games for Preschool Kids,16807936,1,Games,5,2.99
5557,1087839782,MuvaMoji by Amber Rose,73638912,1,Entertainment,0,1.99
5560,1087984514,Cheats for FNAF World - Unlock every ending and beat the game with ease!,65344512,1,Reference,4,2.99
5561,1088041538,Phantasmat: The Dread of Oakville - A Mystery Hidden Object Game (Full),1021167616,1,Games,5,6.99
5562,1088056625,Myths of the World: The Whispering Marsh - A Mystery Hidden Object Game (Full),912822272,1,Games,5,6.99
5565,1088135010,Keyboard PE - Custom keyboard for Modded Pocketmine Servers of Minecraft PE,22332416,1,Utilities,4,1.99
5573,1088318418,Сluster Traffic: Parkour Trucks Pro,162976768,1,Games,4,0.99
5574,1088389081,Lucky Block Mod Survival Game PE - Pocket Edition,111525888,1,Games,3,0.99
5575,1088496590,Clash Playbook: Plan Attacks for Clash of Clans,50597888,1,Utilities,5,0.99
5576,1088540036,Retro City Rampage DX,15611904,1,Games,5,4.99
5577,1088568893,Masks - MSQRD Edition,13214720,1,Photo & Video,0,0.99
5580,1088589710,Pupoji - Cute Dog Emoji Keyboard Puppy Face Emojis,61040640,1,Entertainment,5,0.99
5582,1088632237,Devil Tower 2,101798912,2,Games,4,0.99
5583,1088682460,Flippy - Star in famous clips!,85392384,2,Photo & Video,3,0.99
5586,1089003380,Heavy Metal Emoji Keyboard,62248960,1,Entertainment,0,0.99
5590,1089125950,箱庭シティ鉄道,210575360,1,Games,5,5.99
5593,1089215088,Fold+,55095296,1,Games,5,1.99
5597,1089462231,小学館 オックスフォード 英語コロケーション辞典,72013824,1,Reference,5,22.99
5598,1089471259,Great App for Who is Your Daddy version,22635520,1,Reference,3,0.99
5600,1089580662,Shield Designer for Minecraft,20526080,1,Games,4,0.99
5601,1089666978,Activity++,2604032,1,Health & Fitness,0,2.99
5611,1090292301,YANKAI'S TRIANGLE,58137600,3,Games,5,1.99
5613,1090532562,Golf Ball Locator,3899392,1,Sports,0,3.99
5614,1090552213,The Bug Butcher,720882688,1,Games,5,3.99
5615,1090577736,Riptide GP: Renegade,107640832,1,Games,5,2.99
5618,1090653945,Messenger for WhatsApp - Pro App,709632,1,Business,3,1.99
5619,1090725456,迷你屠龙传(1.76经典休闲挂机版),34243584,1,Games,5,0.99
5621,1090742878,iLive Pro - Live Wallpapers for iPhone 7,1700864,1,Lifestyle,4,0.99
5622,1090757314,Bow Hunt Simulator,52435968,1,Sports,5,1.99
5626,1090871721,Farming PRO 2016,340319232,1,Games,5,4.99
5628,1090922211,Dino Tales Jr – storytelling for young minds,261073920,1,Education,5,2.99
5629,1090936977,Catholic Emoji,15938560,2,Lifestyle,2,1.99
5630,1091000556,Growing Pug,54922240,1,Games,5,0.99
5631,1091024209,ThemeWave,7177216,1,Lifestyle,0,3.99
5637,1091277956,Battlefleet Gothic: Leviathan,420435968,1,Games,5,9.99
5638,1091363676,Grim Tales: Threads of Destiny - A Hidden Object Mystery (Full),847803392,1,Games,5,6.99
5640,1091366799,Chimeras: The Signs of Prophecy - A Hidden Object Adventure (Full),639434752,1,Games,5,6.99
5645,1091598017,Dead In Bermuda,615608320,1,Games,5,4.99
5646,1091620783,Teenage Mutant Ninja Turtles: Half-Shell Heroes,357215232,1,Education,5,3.99
5648,1091640857,"That Dragon, Cancer",3856588800,1,Games,5,4.99
5661,1092146718,The Hero Project: Redemption Season,39504896,1,Games,5,4.99
5664,1092276838,Pixel Cup Soccer 16,66974720,1,Games,5,2.99
5667,1092447708,Mr.Luma's Super Flight,60838912,1,Education,5,0.99
5668,1092448381,MobileFamilyTree 8,71076864,8,Productivity,5,17.99
5672,1092574509,Dark Souls III Map Companion,38604800,1,Reference,5,2.99
5673,1092650486,One Fish Two Fish Red Fish Blue Fish - Read & Learn - Dr. Seuss,61212672,4,Book,5,3.99
5674,1092651841,Horton Hears a Who! - Read & Play - Dr. Seuss,93196288,4,Book,5,3.99
5677,1092749144,Albert & Otto,262772736,1,Games,5,1.99
5683,1093055087,妖怪别跑,205922304,1,Games,5,0.99
5688,1093131935,Incredibox,66006016,2,Games,5,3.99
5689,1093180069,Civil War: 1861,203193344,1,Games,5,1.99
5691,1093260038,Master For Minecraft Pocket Edition - Ultimate Guide For PE,12679168,1,Utilities,3,1.99
5696,1093396572,SteamWorld Heist,242657280,1,Games,5,9.99
5700,1093438308,Moomijis Moomin Stickers,19173376,1,Utilities,2,0.99
5703,1093582666,Krome Studio Service Plus,32825344,3,Photo & Video,0,1.99
5707,1093776653,A New Life,105390080,1,Games,5,0.99
5708,1093784264,Notice for smartwatch,1044480,1,Utilities,3,4.99
5716,1093924230,"iAnnotate 4 - read, markup and share PDFs and more",29554688,4,Productivity,5,9.99
5718,1094038347,The Secret Elevator,1395615744,1,Games,5,0.99
5725,1094370858,Cleanz - Clean up Your Photo Library,12622848,1,Photo & Video,0,1.99
5726,1094429166,Lifeline: Whiteout,71406592,1,Games,5,1.99
5731,1094642753,Goo Saga,121143296,1,Games,5,1.99
5733,1094724185,Block Sky War (Luck of the Draw) : Mini Game With Worldwide Multiplayer,108449792,1,Games,5,0.99
5735,1094833642,Melody Jams,232676352,2,Games,5,2.99
5740,1095144783,Smart Baby ABC Games: Toddler Kids Learning Apps,41485312,1,Games,5,2.99
5741,1095198288,VR RollerCoaster for Cardboard,127228928,0,Games,0,2.99
5744,1095280287,My PlayHome Hospital,221880320,3,Entertainment,5,2.99
5759,1095683899,Football Manager Mobile 2017,1249507328,8,Games,5,8.99
5760,1095687767,Football Manager Touch 2017,3465451520,1,Games,5,19.99
5761,1095694895,The Infinite Arcade by Tinybop,211762176,1,Education,5,2.99
5762,1095781221,Vectradius,24117248,1,Games,0,0.99
5763,1095820384,Cognition Game,183614464,1,Games,5,2.99
5766,1095919153,ゲームセンター倶楽部,111177728,1,Games,5,5.99
5769,1096049715,Evo Explores,165360640,1,Games,5,1.99
5770,1096168624,Cheer Updates,33499136,2,Sports,0,1.99
5771,1096204046,Caterzillar,73056256,1,Games,5,2.99
5772,1096287686,Lifeline: Crisis Line,69201920,1,Games,5,1.99
5787,1097138041,Servers the Hunger Games Edition for Minecraft Pocket (PvP Multiplayer Servers for PE),8644608,1,Utilities,2,1.99
5788,1097148221,S ou SS,4824064,1,Education,5,2.99
5795,1097564743,CRAZY CRAFT MOD EDITION FOR MINECRAFT PC GAME MODE,11585536,1,Entertainment,3,0.99
5798,1097725920,Tomb Journey (Ancient ruins fantasy adventure),77178880,1,Games,5,0.99
5799,1097727390,VEHICLES & WEAPONS MODS for Minecraft Pc Guide,24669184,1,Entertainment,2,1.99
5800,1097737340,Deer Calls & Deer Sounds for Deer Hunting - BLUETOOTH COMPATIBLE,53362688,1,Sports,0,2.99
5809,1098041500,First Year Demons,68433920,1,Games,4,1.99
5812,1098187391,My Town : Wedding Day,409982976,1,Entertainment,5,2.99
5814,1098207701,Sushi Go!,89600000,1,Games,4,4.99
5816,1098209028,BBC Colouring: Doctor Who,91060224,1,Entertainment,5,1.99
5822,1098758960,Craftmoji - the cute craft sticker App,39272448,1,Entertainment,4,0.99
5823,1098834577,Todrick,18373632,1,Social Networking,0,0.99
5826,1099081620,Crazy Craft Mod Guide for Minecraft Pc :Complete and Ultimate for Players,64715776,1,Games,5,1.99
5827,1099092384,VR Viewer,45782016,1,Photo & Video,2,0.99
5829,1099176816,Heuristic Shakespeare - The Tempest,233176064,1,Education,5,5.99
5830,1099179070,DM2 - The Drum Machine,93433856,1,Music,5,4.99
5832,1099703034,"Warhammer 40,000: Regicide",754333696,2,Games,5,0.99
5834,1099735932,Treasure Buster,41987072,1,Games,5,0.99
5838,1099950549,Dead Reckoning: The Crescent Case - A Mystery Hidden Object Game (Full),967158784,1,Games,5,6.99
5840,1099995778,Punished Talents: Stolen Awards HD - A Mystery Hidden Object Game (Full),926931968,1,Games,5,6.99
5841,1100023494,European Mystery: Flowers of Death HD (Full),1131868160,1,Games,5,6.99
5842,1100029269,Sable Maze: Soul Catcher HD - A Mystery Hidden Object Game (Full),1233047552,1,Games,5,6.99
5849,1100139790,Dinotrux: Trux It Up!,377004032,1,Entertainment,5,1.99
5852,1100292960,Castles of Mad King Ludwig,89542656,1,Games,3,6.99
5854,1100472035,Blocko.,20145152,1,Games,5,1.99
5857,1100591575,enzo!,13344768,1,Games,5,1.99
5858,1100612577,Cars & Vehicles Puzzle Game for toddlers HD - Children's Smart Educational Transport puzzles for kids 2+,49201152,1,Games,5,2.99
5861,1100639820,HorseMoji: Equestrian Emoji,16315392,1,Entertainment,5,1.99
5862,1100694944,Curious George Train Adventures,204338176,1,Education,5,0.99
5863,1100696971,Gmojiz,73951232,1,Entertainment,5,1.99
5865,1100797913,OffRoad Drive Desert,341455872,1,Games,5,1.99
5866,1100810556,Hidden Expedition: Dawn of Prosperity - A Mystery Hidden Object Game (Full),862396416,1,Games,5,6.99
5871,1101399354,Mystery Trackers: Paxton Creek Avengers - A Mystery Hidden Object Game (Full),1008609280,1,Games,5,6.99
5872,1101419354,Aurora - Puzzle Adventure,111938560,1,Games,4,1.99
5875,1101472953,Mystery Case Files: Ravenhearst Unlocked - A Hidden Object Adventure (Full),1354634240,1,Games,5,6.99
5878,1101582722,The Island:Brave Heart,175841280,1,Games,5,0.99
5882,1101744458,Civil War: Bloody April,228435968,1,Games,5,1.99
5883,1101848745,Runaway Toad,235554816,1,Games,4,2.99
5885,1102056464,Skateboard Party 3 ft. Greg Lutzka,1478030336,1,Games,5,1.99
5887,1102339559,Relay – Multiple Location Maps,20145152,1,Travel,5,1.99
5892,1102448232,Rule with an Iron Fish: A Pirate Fishing RPG,100349952,1,Games,5,2.99
5894,1102495460,Pan Book 3: Key to the Capitol,805970944,1,Book,5,5.99
5898,1102660950,梦幻轩辕,267673600,1,Games,5,0.99
5902,1102814563,Pepi House,177400832,1,Education,5,2.99
5904,1102924965,Ummo,29007872,1,Lifestyle,0,1.99
5905,1102943846,JIFFMOJI,30017536,1,Entertainment,0,1.99
5907,1103201207,Dinosaur Games: Puzzle for Kids,52345856,2,Games,5,2.99
5908,1103209451,Eklips,27561984,1,Games,5,1.99
5910,1103310426,My Town : Fashion Show,303932416,1,Entertainment,5,2.99
5916,1103679001,5-in-1 Emoji Widget Games - GameMoji,13625344,2,Utilities,2,0.99
5917,1103702902,Red 7 - play Digital Red7 Card Game with Friends,190101504,1,Games,4,2.99
5918,1103804173,Super SteamPuff,151469056,1,Games,5,0.99
5921,1103942426,ChyMoji by Blac Chyna,10137600,1,Entertainment,0,1.99
5923,1104124222,Ultrapic,31016960,1,Photo & Video,0,1.99
5924,1104191752,Dr. Panda Bath Time,176314368,1,Education,5,2.99
5926,1104219495,EggPunch 2 - adventure puzzle game,208496640,1,Games,0,0.99
5929,1104486867,Partly Sunny - Weather Forecasts,20536320,1,Weather,5,2.99
5930,1104655318,Littlebook - for Facebook on Watch,25890816,2,Social Networking,0,2.99
5932,1104698715,OdellMoji by Odell Beckham Jr.,8997888,1,Entertainment,0,1.99
5933,1104795347,"iFiles 2 - File Manager, Cloud Storage, PDF Reader",88146944,2,Productivity,5,4.99
5934,1104797523,Clash of Crime Mad City Full,185916416,1,Games,5,0.99
5935,1104814161,VR MUSEUM,87797760,1,Games,0,4.99
5936,1104816326,"Theremin Synth - Loop, Record & Download",1901568,2,Music,5,2.99
5944,1104966982,Cricket Captain 2016,404173824,1,Games,5,3.99
5948,1105294926,MadOut Open City,482627584,4,Games,5,1.99
5951,1105390093,"""klocki""",97887232,1,Games,2,0.99
5952,1105408313,My Town : Hotel,414433280,1,Entertainment,5,2.99
5962,1105903447,Goat Simulator Waste of Space,615645184,1,Games,5,4.99
5964,1105928070,Pan Book 4: Capitol Rising,798962688,1,Book,5,5.99
5965,1105930001,Pan Book 5: The Shadow Stone,772891648,1,Book,5,5.99
5966,1105930005,Pan Book 6: The Alliance of Tribes,770255872,1,Book,5,5.99
5967,1105932165,Pan Book 7: Han Awakening,798292992,1,Book,5,5.99
5970,1106012225,PuppetShow: The Face of Humanity (Full),1267202048,1,Games,5,6.99
5972,1106057049,Fear for Sale: The House on Black River (Full),2233358336,1,Games,5,6.99
5975,1106374233,"Tayasui Color, a relaxing coloring book for adults",127693824,4,Entertainment,4,2.99
5984,1106745094,欢乐颂合集—刘涛、蒋欣等主演电视剧同名原著,16188416,1,Book,0,0.99
5989,1106831630,ROME: Total War,4025969664,1,Games,5,9.99
5995,1107419480,Base Invaders - For Big Narstie,22302720,1,Games,4,1.99
5998,1107537631,The Forgotten Room,438729728,1,Games,5,1.99
6000,1107741196,Banner Saga 2,3321082880,1,Games,5,9.99
6004,1107880005,Dead Venture,57921536,1,Games,5,0.99
6005,1107931279,Dolphin Zero Incognito Browser -Mini Web Explorer,22635520,2,Productivity,5,2.99
6006,1108048349,Alice in Wonderland Puzzle Golf Adventures,182045696,1,Games,4,0.99
6007,1108097491,FURNITURE MOD FOR MINECRAFT EDITION PC GAME - POCKET GUIDE,20215808,1,Entertainment,5,1.99
6008,1108185975,Sea of Lies: Tide of Treachery - A Hidden Object Mystery (Full),890523648,1,Games,5,6.99
6012,1108373391,"战姬物语-亚洲顶级画师操刀,颜值爆表手游",441995264,1,Games,5,0.99
6017,1108475553,Jade Empire™: Special Edition,3896109056,1,Games,4,9.99
6018,1108482394,The interactive Legend of Sleepy Hollow: iIrving,307137536,1,Book,5,2.99
6019,1108507977,Living Legends: Bound by Wishes - A Hidden Object Mystery (Full),1536766976,1,Games,4,6.99
6020,1108549870,Choice of the Pirate,34397184,1,Games,5,4.99
6022,1108583427,Fitmoji by Shaun T,9736192,1,Entertainment,4,1.99
6023,1108623942,Royal Detective: Legend of The Golem - A Hidden Object Adventure (Full),602065920,1,Games,5,6.99
6025,1108733742,Note Always - a notebook designed for Apple Pencil,22431744,1,Productivity,5,14.99
6032,1109024890,Legend of the Skyfish,503228416,1,Games,5,3.99
